hour_ts,hour_of_day,day_of_week,is_business_hour,campaign_id,impressions,clicks,ctr,spend,viewable_impressions,video_q100
2025-08-29 01:00:00,1,4,0,11,1896,3,0.0016,6077,1327,446
2025-08-29 01:00:00,1,4,0,12,5714,43,0.0076,25896,3999,2433
2025-08-29 01:00:00,1,4,0,13,4658,8,0.0017,19979,3260,1787
2025-08-29 01:00:00,1,4,0,14,1735,5,0.0035,4748,1214,625
2025-08-29 02:00:00,2,4,0,1,3148,33,0.0105,12813,2203,1166
2025-08-29 02:00:00,2,4,0,2,2689,14,0.0053,4924,1882,894
2025-08-29 02:00:00,2,4,0,3,1127,7,0.0067,2996,788,258
2025-08-29 02:00:00,2,4,0,4,3147,33,0.0105,12809,2202,1166
2025-08-29 02:00:00,2,4,0,5,2689,14,0.0053,4924,1882,894
2025-08-29 02:00:00,2,4,0,6,1127,7,0.0067,2996,788,258
2025-08-29 02:00:00,2,4,0,7,954,6,0.0064,3146,667,267
2025-08-29 02:00:00,2,4,0,8,3147,33,0.0105,12809,2202,1166
2025-08-29 02:00:00,2,4,0,9,2689,14,0.0053,4924,1882,894
2025-08-29 02:00:00,2,4,0,10,1127,7,0.0067,2996,788,258
2025-08-29 02:00:00,2,4,0,11,3147,33,0.0105,12809,2202,1166
2025-08-29 02:00:00,2,4,0,12,2689,14,0.0053,4924,1882,894
2025-08-29 02:00:00,2,4,0,13,1127,7,0.0067,2996,788,258
2025-08-29 02:00:00,2,4,0,14,954,6,0.0064,3146,667,267
2025-08-29 03:00:00,3,4,0,1,6057,13,0.0023,22983,4239,1351
2025-08-29 03:00:00,3,4,0,2,6083,6,0.0011,26880,4258,1080
2025-08-29 03:00:00,3,4,0,3,4661,26,0.0057,19624,3262,1125
2025-08-29 03:00:00,3,4,0,4,6057,13,0.0023,22983,4239,1351
2025-08-29 03:00:00,3,4,0,5,6084,6,0.0011,26885,4258,1080
2025-08-29 03:00:00,3,4,0,6,4660,26,0.0057,19620,3262,1125
2025-08-29 03:00:00,3,4,0,7,2323,26,0.0113,6352,1626,722
2025-08-29 03:00:00,3,4,0,8,6055,13,0.0023,22975,4238,1350
2025-08-29 03:00:00,3,4,0,9,6085,6,0.0011,26889,4259,1081
2025-08-29 03:00:00,3,4,0,10,4660,26,0.0057,19620,3262,1125
2025-08-29 03:00:00,3,4,0,11,6055,13,0.0023,22975,4238,1350
2025-08-29 03:00:00,3,4,0,12,6086,6,0.0011,26894,4260,1081
2025-08-29 03:00:00,3,4,0,13,4660,26,0.0057,19620,3262,1125
2025-08-29 03:00:00,3,4,0,14,2322,26,0.0113,6349,1625,722
2025-08-29 04:00:00,4,4,0,1,6976,83,0.012,25108,4883,2867
2025-08-29 04:00:00,4,4,0,2,2622,32,0.0123,7255,1835,699
2025-08-29 04:00:00,4,4,0,3,6790,62,0.0092,22733,4753,1765
2025-08-29 04:00:00,4,4,0,4,6976,83,0.012,25108,4883,2867
2025-08-29 04:00:00,4,4,0,5,2622,32,0.0123,7255,1835,699
2025-08-29 04:00:00,4,4,0,6,6788,62,0.0092,22726,4751,1764
2025-08-29 04:00:00,4,4,0,7,6519,41,0.0064,17265,4563,2144
2025-08-29 04:00:00,4,4,0,8,6974,83,0.012,25100,4881,2866
2025-08-29 04:00:00,4,4,0,9,2623,32,0.0123,7258,1836,699
2025-08-29 04:00:00,4,4,0,10,6789,62,0.0092,22730,4752,1765
2025-08-29 04:00:00,4,4,0,11,6974,83,0.012,25100,4881,2866
2025-08-29 04:00:00,4,4,0,12,2623,32,0.0123,7258,1836,699
2025-08-29 04:00:00,4,4,0,13,6789,62,0.0092,22730,4752,1765
2025-08-29 04:00:00,4,4,0,14,6518,41,0.0064,17262,4562,2144
2025-08-29 05:00:00,5,4,0,1,4305,15,0.0035,14215,3013,1326
2025-08-29 05:00:00,5,4,0,2,4793,35,0.0075,14573,3355,1395
2025-08-29 05:00:00,5,4,0,3,1880,5,0.0031,8558,1316,397
2025-08-29 05:00:00,5,4,0,4,4304,15,0.0035,14212,3012,1326
2025-08-29 05:00:00,5,4,0,5,4793,35,0.0075,14573,3355,1395
2025-08-29 05:00:00,5,4,0,6,1879,5,0.0031,8553,1315,397
2025-08-29 05:00:00,5,4,0,7,5864,69,0.0119,17427,4104,1696
2025-08-29 05:00:00,5,4,0,8,4303,15,0.0035,14208,3012,1326
2025-08-29 05:00:00,5,4,0,9,4795,35,0.0075,14579,3356,1396
2025-08-29 05:00:00,5,4,0,10,1879,5,0.0031,8553,1315,397
2025-08-29 05:00:00,5,4,0,11,4303,15,0.0035,14208,3012,1326
2025-08-29 05:00:00,5,4,0,12,4796,35,0.0075,14583,3357,1396
2025-08-29 05:00:00,5,4,0,13,1879,5,0.0031,8553,1315,397
2025-08-29 05:00:00,5,4,0,14,5862,69,0.0119,17421,4103,1695
2025-08-29 06:00:00,6,4,0,1,1462,8,0.0055,4298,1023,316
2025-08-29 06:00:00,6,4,0,2,913,3,0.0034,4391,639,321
2025-08-29 06:00:00,6,4,0,3,6426,80,0.0126,18675,4498,1210
2025-08-29 06:00:00,6,4,0,4,1462,8,0.0055,4298,1023,316
2025-08-29 06:00:00,6,4,0,5,914,3,0.0034,4396,639,321
2025-08-29 06:00:00,6,4,0,6,6423,80,0.0126,18666,4496,1209
2025-08-29 06:00:00,6,4,0,7,6570,72,0.011,16341,4599,1556
2025-08-29 06:00:00,6,4,0,8,1462,8,0.0055,4298,1023,316
2025-08-29 06:00:00,6,4,0,9,914,3,0.0034,4396,639,321
2025-08-29 06:00:00,6,4,0,10,6424,80,0.0126,18669,4496,1209
2025-08-29 06:00:00,6,4,0,11,1462,8,0.0055,4298,1023,316
2025-08-29 06:00:00,6,4,0,12,914,3,0.0034,4396,639,321
2025-08-29 06:00:00,6,4,0,13,6424,80,0.0126,18669,4496,1209
2025-08-29 06:00:00,6,4,0,14,6567,71,0.011,16333,4596,1555
2025-08-29 07:00:00,7,4,0,1,1348,15,0.0118,2786,943,405
2025-08-29 07:00:00,7,4,0,2,2145,20,0.0095,5013,1501,943
2025-08-29 07:00:00,7,4,0,3,5461,46,0.0085,8733,3822,1801
2025-08-29 07:00:00,7,4,0,4,1348,15,0.0118,2785,943,405
2025-08-29 07:00:00,7,4,0,5,2146,20,0.0095,5015,1502,944
2025-08-29 07:00:00,7,4,0,6,5458,46,0.0085,8728,3820,1800
2025-08-29 07:00:00,7,4,0,7,1629,1,0.0006,3661,1140,551
2025-08-29 07:00:00,7,4,0,8,1348,15,0.0118,2785,943,405
2025-08-29 07:00:00,7,4,0,9,2146,20,0.0095,5016,1502,944
2025-08-29 07:00:00,7,4,0,10,5459,46,0.0085,8729,3821,1800
2025-08-29 07:00:00,7,4,0,11,1348,15,0.0118,2785,943,405
2025-08-29 07:00:00,7,4,0,12,2147,20,0.0095,5018,1502,944
2025-08-29 07:00:00,7,4,0,13,5459,46,0.0085,8729,3821,1800
2025-08-29 07:00:00,7,4,0,14,1628,1,0.0006,3658,1139,551
2025-08-29 08:00:00,8,4,0,1,5418,60,0.0112,9917,3792,2224
2025-08-29 08:00:00,8,4,0,2,5174,7,0.0014,18167,3621,2281
2025-08-29 08:00:00,8,4,0,3,2292,20,0.0091,6003,1604,926
2025-08-29 08:00:00,8,4,0,4,5417,60,0.0112,9915,3791,2223
2025-08-29 08:00:00,8,4,0,5,5174,7,0.0014,18168,3621,2281
2025-08-29 08:00:00,8,4,0,6,2291,20,0.0091,6000,1603,925
2025-08-29 08:00:00,8,4,0,7,2876,37,0.0131,8749,2013,573
2025-08-29 08:00:00,8,4,0,8,5414,60,0.0112,9909,3789,2222
2025-08-29 08:00:00,8,4,0,9,5177,7,0.0014,18179,3623,2282
2025-08-29 08:00:00,8,4,0,10,2291,20,0.0091,6000,1603,925
2025-08-29 08:00:00,8,4,0,11,5414,60,0.0112,9909,3789,2222
2025-08-29 08:00:00,8,4,0,12,5179,7,0.0014,18186,3625,2283
2025-08-29 08:00:00,8,4,0,13,2291,20,0.0091,6000,1603,925
2025-08-29 08:00:00,8,4,0,14,2875,37,0.0131,8746,2012,573
2025-08-29 09:00:00,9,4,1,1,6139,18,0.0031,9561,4629,2418
2025-08-29 09:00:00,9,4,1,2,3719,30,0.0081,17372,2723,865
2025-08-29 09:00:00,9,4,1,3,4176,22,0.0054,5672,3290,1754
2025-08-29 09:00:00,9,4,1,4,6138,18,0.0031,9560,4628,2417
2025-08-29 09:00:00,9,4,1,5,3720,30,0.0081,17377,2724,865
2025-08-29 09:00:00,9,4,1,6,4173,22,0.0054,5667,3285,1751
2025-08-29 09:00:00,9,4,1,7,1480,5,0.0038,5136,1141,464
2025-08-29 09:00:00,9,4,1,8,6135,18,0.0031,9555,4623,2415
2025-08-29 09:00:00,9,4,1,9,3722,30,0.0081,17387,2727,866
2025-08-29 09:00:00,9,4,1,10,4174,22,0.0054,5669,3286,1753
2025-08-29 09:00:00,9,4,1,11,6135,18,0.0031,9555,4623,2415
2025-08-29 09:00:00,9,4,1,12,3724,30,0.0081,17397,2730,867
2025-08-29 09:00:00,9,4,1,13,4174,22,0.0054,5669,3286,1753
2025-08-29 09:00:00,9,4,1,14,1480,5,0.0038,5136,1140,464
2025-08-29 10:00:00,10,4,1,1,5876,104,0.0179,13920,4255,1797
2025-08-29 10:00:00,10,4,1,2,8028,120,0.015,19833,5805,2739
2025-08-29 10:00:00,10,4,1,3,1554,29,0.0192,3004,1274,702
2025-08-29 10:00:00,10,4,1,4,5874,104,0.0179,13915,4253,1795
2025-08-29 10:00:00,10,4,1,5,8029,120,0.015,19835,5807,2740
2025-08-29 10:00:00,10,4,1,6,1553,29,0.0191,3002,1273,700
2025-08-29 10:00:00,10,4,1,7,1155,9,0.008,1910,882,460
2025-08-29 10:00:00,10,4,1,8,5870,104,0.0179,13905,4247,1793
2025-08-29 10:00:00,10,4,1,9,8034,120,0.0151,19849,5814,2743
2025-08-29 10:00:00,10,4,1,10,1553,29,0.0192,3002,1273,700
2025-08-29 10:00:00,10,4,1,11,5871,104,0.0179,13907,4248,1793
2025-08-29 10:00:00,10,4,1,12,8038,121,0.0151,19859,5820,2746
2025-08-29 10:00:00,10,4,1,13,1553,29,0.0192,3002,1273,700
2025-08-29 10:00:00,10,4,1,14,1154,9,0.008,1908,881,459
2025-08-29 11:00:00,11,4,1,1,1746,4,0.0025,8908,1505,790
2025-08-29 11:00:00,11,4,1,2,1122,8,0.0078,2262,944,445
2025-08-29 11:00:00,11,4,1,3,3848,28,0.0075,15784,3142,1595
2025-08-29 11:00:00,11,4,1,4,1745,4,0.0025,8903,1504,789
2025-08-29 11:00:00,11,4,1,5,1122,8,0.0078,2262,944,445
2025-08-29 11:00:00,11,4,1,6,3845,28,0.0075,15770,3137,1592
2025-08-29 11:00:00,11,4,1,7,4900,59,0.0122,9666,3995,1071
2025-08-29 11:00:00,11,4,1,8,1744,4,0.0025,8897,1502,788
2025-08-29 11:00:00,11,4,1,9,1123,8,0.0078,2265,945,445
2025-08-29 11:00:00,11,4,1,10,3846,28,0.0075,15775,3139,1593
2025-08-29 11:00:00,11,4,1,11,1744,4,0.0025,8897,1502,788
2025-08-29 11:00:00,11,4,1,12,1123,8,0.0078,2265,946,446
2025-08-29 11:00:00,11,4,1,13,3846,28,0.0075,15775,3139,1593
2025-08-29 11:00:00,11,4,1,14,4896,59,0.0122,9657,3989,1069
2025-08-29 12:00:00,12,4,1,1,5179,67,0.0131,7927,5037,1978
2025-08-29 12:00:00,12,4,1,2,1725,11,0.0065,4892,1612,648
2025-08-29 12:00:00,12,4,1,3,8312,23,0.0029,38172,8228,3290
2025-08-29 12:00:00,12,4,1,4,5178,67,0.0131,7926,5035,1977
2025-08-29 12:00:00,12,4,1,5,1725,11,0.0065,4892,1613,648
2025-08-29 12:00:00,12,4,1,6,8304,23,0.0029,38132,8220,3284
2025-08-29 12:00:00,12,4,1,7,5953,99,0.0167,19033,5366,1824
2025-08-29 12:00:00,12,4,1,8,5174,67,0.0131,7919,5027,1974
2025-08-29 12:00:00,12,4,1,9,1726,11,0.0065,4896,1615,649
2025-08-29 12:00:00,12,4,1,10,8307,23,0.0029,38147,8223,3287
2025-08-29 12:00:00,12,4,1,11,5174,67,0.0131,7919,5027,1974
2025-08-29 12:00:00,12,4,1,12,1727,11,0.0065,4899,1617,650
2025-08-29 12:00:00,12,4,1,13,8307,23,0.0029,38147,8223,3286
2025-08-29 12:00:00,12,4,1,14,5948,99,0.0167,19015,5357,1821
2025-08-29 13:00:00,13,4,1,1,8917,80,0.009,40018,8421,2271
2025-08-29 13:00:00,13,4,1,2,1133,5,0.0048,2760,995,442
2025-08-29 13:00:00,13,4,1,3,2133,12,0.0057,10438,1959,1174
2025-08-29 13:00:00,13,4,1,4,8915,80,0.009,40008,8417,2270
2025-08-29 13:00:00,13,4,1,5,1133,5,0.0048,2760,996,442
2025-08-29 13:00:00,13,4,1,6,2131,12,0.0057,10427,1955,1171
2025-08-29 13:00:00,13,4,1,7,3300,22,0.007,8980,3191,1153
2025-08-29 13:00:00,13,4,1,8,8907,80,0.009,39968,8402,2265
2025-08-29 13:00:00,13,4,1,9,1134,5,0.0048,2763,997,443
2025-08-29 13:00:00,13,4,1,10,2132,12,0.0057,10432,1957,1173
2025-08-29 13:00:00,13,4,1,11,8908,80,0.009,39973,8403,2266
2025-08-29 13:00:00,13,4,1,12,1135,5,0.0048,2766,999,443
2025-08-29 13:00:00,13,4,1,13,2131,12,0.0057,10427,1956,1172
2025-08-29 13:00:00,13,4,1,14,3297,22,0.007,8971,3186,1151
2025-08-29 14:00:00,14,4,1,1,7460,120,0.0162,23688,6513,3632
2025-08-29 14:00:00,14,4,1,2,2034,3,0.0018,4711,1774,807
2025-08-29 14:00:00,14,4,1,3,2226,18,0.0083,4613,2203,1265
2025-08-29 14:00:00,14,4,1,4,7457,120,0.0162,23678,6508,3629
2025-08-29 14:00:00,14,4,1,5,2035,3,0.0018,4713,1775,808
2025-08-29 14:00:00,14,4,1,6,2224,18,0.0083,4609,2201,1262
2025-08-29 14:00:00,14,4,1,7,1390,18,0.0132,5835,1179,636
2025-08-29 14:00:00,14,4,1,8,7450,120,0.0162,23654,6496,3622
2025-08-29 14:00:00,14,4,1,9,2036,3,0.0018,4716,1778,809
2025-08-29 14:00:00,14,4,1,10,2225,18,0.0083,4611,2202,1264
2025-08-29 14:00:00,14,4,1,11,7451,120,0.0162,23657,6497,3623
2025-08-29 14:00:00,14,4,1,12,2038,3,0.0018,4721,1781,810
2025-08-29 14:00:00,14,4,1,13,2225,18,0.0083,4611,2202,1264
2025-08-29 14:00:00,14,4,1,14,1389,18,0.0132,5831,1177,635
2025-08-29 15:00:00,15,4,1,1,3687,41,0.0112,14671,3152,1912
2025-08-29 15:00:00,15,4,1,2,7921,143,0.0181,34887,7286,1802
2025-08-29 15:00:00,15,4,1,3,3113,54,0.0174,6731,2537,1824
2025-08-29 15:00:00,15,4,1,4,3686,41,0.0112,14666,3150,1911
2025-08-29 15:00:00,15,4,1,5,7923,143,0.0181,34897,7289,1802
2025-08-29 15:00:00,15,4,1,6,3109,54,0.0174,6722,2531,1819
2025-08-29 15:00:00,15,4,1,7,5607,37,0.0067,17001,4804,1783
2025-08-29 15:00:00,15,4,1,8,3682,41,0.0112,14649,3143,1907
2025-08-29 15:00:00,15,4,1,9,7930,143,0.0181,34931,7302,1806
2025-08-29 15:00:00,15,4,1,10,3110,54,0.0174,6724,2533,1821
2025-08-29 15:00:00,15,4,1,11,3682,41,0.0112,14649,3143,1907
2025-08-29 15:00:00,15,4,1,12,7936,144,0.0182,34960,7314,1808
2025-08-29 15:00:00,15,4,1,13,3110,54,0.0174,6724,2533,1821
2025-08-29 15:00:00,15,4,1,14,5601,37,0.0067,16981,4794,1779
2025-08-29 16:00:00,16,4,1,1,1547,7,0.0049,2701,1133,682
2025-08-29 16:00:00,16,4,1,2,1938,15,0.0081,6454,1656,962
2025-08-29 16:00:00,16,4,1,3,6563,42,0.0065,15348,5151,2181
2025-08-29 16:00:00,16,4,1,4,1547,7,0.0049,2701,1132,682
2025-08-29 16:00:00,16,4,1,5,1939,15,0.0081,6457,1657,963
2025-08-29 16:00:00,16,4,1,6,6554,42,0.0065,15325,5137,2176
2025-08-29 16:00:00,16,4,1,7,6070,80,0.0133,14122,4599,2142
2025-08-29 16:00:00,16,4,1,8,1545,7,0.0049,2697,1130,680
2025-08-29 16:00:00,16,4,1,9,1941,15,0.0081,6465,1661,964
2025-08-29 16:00:00,16,4,1,10,6557,42,0.0065,15333,5141,2178
2025-08-29 16:00:00,16,4,1,11,1545,7,0.0049,2697,1130,680
2025-08-29 16:00:00,16,4,1,12,1942,15,0.0081,6468,1663,966
2025-08-29 16:00:00,16,4,1,13,6557,42,0.0065,15333,5141,2178
2025-08-29 16:00:00,16,4,1,14,6063,80,0.0133,14105,4588,2136
2025-08-29 17:00:00,17,4,1,1,5044,90,0.0179,16261,3530,2115
2025-08-29 17:00:00,17,4,1,2,5587,74,0.0134,22283,3910,1778
2025-08-29 17:00:00,17,4,1,3,6278,39,0.0063,21919,4394,1998
2025-08-29 17:00:00,17,4,1,4,5042,90,0.0179,16254,3529,2113
2025-08-29 17:00:00,17,4,1,5,5588,74,0.0134,22287,3911,1779
2025-08-29 17:00:00,17,4,1,6,6268,39,0.0063,21881,4387,1995
2025-08-29 17:00:00,17,4,1,7,4521,68,0.0151,9671,3367,846
2025-08-29 17:00:00,17,4,1,8,5036,90,0.0179,16233,3525,2109
2025-08-29 17:00:00,17,4,1,9,5594,75,0.0134,22313,3915,1783
2025-08-29 17:00:00,17,4,1,10,6272,39,0.0063,21896,4390,1997
2025-08-29 17:00:00,17,4,1,11,5036,90,0.0179,16233,3525,2109
2025-08-29 17:00:00,17,4,1,12,5599,75,0.0134,22334,3919,1786
2025-08-29 17:00:00,17,4,1,13,6271,39,0.0063,21893,4389,1996
2025-08-29 17:00:00,17,4,1,14,4515,68,0.0151,9657,3358,845
2025-08-29 18:00:00,18,4,0,1,2536,21,0.0086,5192,1775,959
2025-08-29 18:00:00,18,4,0,2,4727,72,0.0153,9248,3308,1917
2025-08-29 18:00:00,18,4,0,3,6538,28,0.0043,12119,4576,2112
2025-08-29 18:00:00,18,4,0,4,2535,21,0.0086,5190,1774,959
2025-08-29 18:00:00,18,4,0,5,4728,72,0.0153,9250,3309,1917
2025-08-29 18:00:00,18,4,0,6,6528,28,0.0043,12099,4569,2109
2025-08-29 18:00:00,18,4,0,7,5118,20,0.004,19467,3582,1589
2025-08-29 18:00:00,18,4,0,8,2532,21,0.0086,5183,1772,958
2025-08-29 18:00:00,18,4,0,9,4733,72,0.0153,9261,3313,1920
2025-08-29 18:00:00,18,4,0,10,6531,28,0.0043,12105,4571,2110
2025-08-29 18:00:00,18,4,0,11,2532,21,0.0086,5183,1772,958
2025-08-29 18:00:00,18,4,0,12,4738,72,0.0153,9271,3316,1921
2025-08-29 18:00:00,18,4,0,13,6531,28,0.0043,12105,4571,2110
2025-08-29 18:00:00,18,4,0,14,5112,20,0.004,19442,3578,1587
2025-08-29 19:00:00,19,4,0,1,5526,67,0.0122,7586,3868,1335
2025-08-29 19:00:00,19,4,0,2,4413,40,0.0092,12178,3089,1687
2025-08-29 19:00:00,19,4,0,3,1216,9,0.0076,2513,851,244
2025-08-29 19:00:00,19,4,0,4,5524,67,0.0122,7583,3866,1334
2025-08-29 19:00:00,19,4,0,5,4414,40,0.0092,12181,3089,1687
2025-08-29 19:00:00,19,4,0,6,1214,9,0.0076,2508,849,243
2025-08-29 19:00:00,19,4,0,7,1444,8,0.0058,7117,1010,330
2025-08-29 19:00:00,19,4,0,8,5516,66,0.0121,7571,3861,1332
2025-08-29 19:00:00,19,4,0,9,4420,40,0.0092,12199,3094,1689
2025-08-29 19:00:00,19,4,0,10,1215,9,0.0076,2510,850,244
2025-08-29 19:00:00,19,4,0,11,5517,66,0.0121,7573,3861,1332
2025-08-29 19:00:00,19,4,0,12,4424,40,0.0092,12211,3096,1690
2025-08-29 19:00:00,19,4,0,13,1215,9,0.0076,2510,850,244
2025-08-29 19:00:00,19,4,0,14,1442,8,0.0058,7106,1009,330
2025-08-29 20:00:00,20,4,0,1,3390,36,0.0108,4911,2373,1412
2025-08-29 20:00:00,20,4,0,2,2906,26,0.0092,14365,2034,848
2025-08-29 20:00:00,20,4,0,3,3171,14,0.0045,8708,2219,1467
2025-08-29 20:00:00,20,4,0,4,3389,36,0.0108,4910,2372,1411
2025-08-29 20:00:00,20,4,0,5,2907,26,0.0092,14370,2034,848
2025-08-29 20:00:00,20,4,0,6,3165,14,0.0045,8690,2215,1464
2025-08-29 20:00:00,20,4,0,7,1678,2,0.0018,5790,1174,395
2025-08-29 20:00:00,20,4,0,8,3384,36,0.0108,4902,2368,1409
2025-08-29 20:00:00,20,4,0,9,2911,26,0.0092,14391,2037,849
2025-08-29 20:00:00,20,4,0,10,3167,14,0.0045,8696,2216,1465
2025-08-29 20:00:00,20,4,0,11,3384,36,0.0108,4902,2368,1409
2025-08-29 20:00:00,20,4,0,12,2914,26,0.0092,14407,2039,850
2025-08-29 20:00:00,20,4,0,13,3167,14,0.0045,8696,2216,1465
2025-08-29 20:00:00,20,4,0,14,1676,2,0.0018,5783,1173,394
2025-08-29 21:00:00,21,4,0,1,5192,34,0.0067,17047,3634,1021
2025-08-29 21:00:00,21,4,0,2,1346,11,0.0088,4224,942,442
2025-08-29 21:00:00,21,4,0,3,3082,26,0.0086,7723,2157,803
2025-08-29 21:00:00,21,4,0,4,5190,34,0.0067,17040,3632,1020
2025-08-29 21:00:00,21,4,0,5,1346,11,0.0088,4224,942,442
2025-08-29 21:00:00,21,4,0,6,3076,26,0.0086,7707,2153,802
2025-08-29 21:00:00,21,4,0,7,1237,7,0.006,5675,865,495
2025-08-29 21:00:00,21,4,0,8,5182,34,0.0067,17012,3627,1019
2025-08-29 21:00:00,21,4,0,9,1348,11,0.0088,4231,943,442
2025-08-29 21:00:00,21,4,0,10,3078,26,0.0086,7713,2154,802
2025-08-29 21:00:00,21,4,0,11,5182,34,0.0067,17012,3627,1019
2025-08-29 21:00:00,21,4,0,12,1350,11,0.0088,4238,944,443
2025-08-29 21:00:00,21,4,0,13,3078,26,0.0086,7713,2154,802
2025-08-29 21:00:00,21,4,0,14,1235,7,0.006,5665,864,494
2025-08-29 22:00:00,22,4,0,1,3944,42,0.0108,9507,2760,1107
2025-08-29 22:00:00,22,4,0,2,3902,20,0.0053,4843,2731,1597
2025-08-29 22:00:00,22,4,0,3,3850,32,0.0083,10661,2695,946
2025-08-29 22:00:00,22,4,0,4,3942,42,0.0108,9501,2759,1107
2025-08-29 22:00:00,22,4,0,5,3903,20,0.0053,4844,2732,1598
2025-08-29 22:00:00,22,4,0,6,3842,31,0.0083,10637,2689,943
2025-08-29 22:00:00,22,4,0,7,5423,22,0.0042,22392,3796,1293
2025-08-29 22:00:00,22,4,0,8,3936,42,0.0108,9486,2755,1105
2025-08-29 22:00:00,22,4,0,9,3909,20,0.0053,4852,2736,1600
2025-08-29 22:00:00,22,4,0,10,3845,31,0.0083,10646,2691,944
2025-08-29 22:00:00,22,4,0,11,3936,42,0.0108,9486,2755,1105
2025-08-29 22:00:00,22,4,0,12,3914,20,0.0054,4858,2739,1602
2025-08-29 22:00:00,22,4,0,13,3844,31,0.0083,10643,2690,944
2025-08-29 22:00:00,22,4,0,14,5414,22,0.0042,22352,3789,1291
2025-08-29 23:00:00,23,4,0,1,3605,38,0.0106,7059,2523,1233
2025-08-29 23:00:00,23,4,0,2,6729,57,0.0085,25809,4760,1955
2025-08-29 23:00:00,23,4,0,3,7075,32,0.0046,21191,4952,2271
2025-08-29 23:00:00,23,4,0,4,3603,38,0.0106,7055,2522,1233
2025-08-29 23:00:00,23,4,0,5,6731,57,0.0085,25818,4763,1956
2025-08-29 23:00:00,23,4,0,6,7060,32,0.0046,21143,4942,2267
2025-08-29 23:00:00,23,4,0,7,3064,11,0.0038,12067,2165,1442
2025-08-29 23:00:00,23,4,0,8,3597,38,0.0106,7042,2517,1230
2025-08-29 23:00:00,23,4,0,9,6742,57,0.0085,25863,4778,1959
2025-08-29 23:00:00,23,4,0,10,7066,32,0.0046,21162,4946,2268
2025-08-29 23:00:00,23,4,0,11,3597,38,0.0106,7042,2517,1230
2025-08-29 23:00:00,23,4,0,12,6750,57,0.0085,25896,4790,1961
2025-08-29 23:00:00,23,4,0,13,7065,32,0.0046,21158,4945,2268
2025-08-29 23:00:00,23,4,0,14,3058,11,0.0038,12042,2157,1440
2025-08-30 00:00:00,0,5,0,1,2669,8,0.0034,6372,1868,505
2025-08-30 00:00:00,0,5,0,2,2029,15,0.0078,8640,1420,764
2025-08-30 00:00:00,0,5,0,3,2943,26,0.0091,4976,2060,1391
2025-08-30 00:00:00,0,5,0,4,2668,8,0.0034,6369,1867,504
2025-08-30 00:00:00,0,5,0,5,2030,15,0.0078,8645,1421,765
2025-08-30 00:00:00,0,5,0,6,2936,26,0.0091,4963,2055,1388
2025-08-30 00:00:00,0,5,0,7,2059,19,0.0096,2819,1441,907
2025-08-30 00:00:00,0,5,0,8,2663,8,0.0034,6357,1864,504
2025-08-30 00:00:00,0,5,0,9,2033,15,0.0078,8658,1423,766
2025-08-30 00:00:00,0,5,0,10,2939,26,0.0091,4969,2057,1389
2025-08-30 00:00:00,0,5,0,11,2663,8,0.0034,6357,1864,504
2025-08-30 00:00:00,0,5,0,12,2036,15,0.0078,8672,1425,767
2025-08-30 00:00:00,0,5,0,13,2938,26,0.0091,4967,2056,1388
2025-08-30 00:00:00,0,5,0,14,2056,19,0.0096,2814,1439,906
2025-08-30 01:00:00,1,5,0,1,1219,5,0.0044,3519,853,372
2025-08-30 01:00:00,1,5,0,2,5148,43,0.0084,15292,3603,1627
